id,date,user_username,content,content_translation,image_description,extended_text,retweet_count,reply_count,like_count,quote_count,impression_count,topic,negative_score,neutral_score,positive_score,x,y
114,2023-04-05,Feria_Valencia,"📢¡La @CarreraMujer Central Lechera Asturiana vuelve a Valencia el 23 de abril!

👕 Los días previos, 21 y 22 de abril, podrás recoger tu dorsal-chip, la camiseta de Oysho y la bolsa de la corredora en el Pabellón 8, del Foro Norte de #FeriaValencia. 

⏰ 10-20h

#marearosa https://t.co/y2mAJCyode","📢 The @CarreraMujer Central Lechera Asturiana returns to Valencia on April 23!

👕 The days before, April 21 and 22, you can pick up your bib number, the Oysho t-shirt and the runner's bag in Hall 8, of the North Forum of #FeriaValencia. 

⏰ 10-20h

#marearosa https://t.co/y2mAJCyode",,"📢 The @CarreraMujer Central Lechera Asturiana returns to Valencia on April 23!

👕 The days before, April 21 and 22, you can pick up your bib number, the Oysho t-shirt and the runner's bag in Hall 8, of the North Forum of #FeriaValencia. 

⏰ 10-20h

#marearosa https://t.co/y2mAJCyode",1.0,1.0,2.0,0.0,172.0,15,0.00353524973616004,0.8725445866584778,0.12392015010118484,6.961452,6.5107474
115,2023-04-05,corts_pilar,La izquierda política asturiana para no asturianos: usted está aquí https://t.co/gFNM3LHaW6 vía @elsaltodiario,The Asturian political left for non-Asturians: you are here https://t.co/gFNM3LHaW6 via @elsaltodiario,,The Asturian political left for non-Asturians: you are here https://t.co/gFNM3LHaW6 via @elsaltodiario,0.0,0.0,0.0,0.0,6.0,9,0.0113294068723917,0.9260251522064209,0.06264549493789673,10.084802,3.9056962
116,2023-04-05,23carlos_,Hoy habrá mucho trabajo en la central lechera https://t.co/knW5yP6BWV,Today there will be a lot of work at the dairy farm https://t.co/knW5yP6BWV,,Today there will be a lot of work at the dairy farm https://t.co/knW5yP6BWV,0.0,0.0,1.0,0.0,98.0,2,0.02013307996094227,0.7869399189949036,0.1929270476102829,4.3510623,10.941357
117,2023-04-05,dieguete33,Lo de que Aitana quiera leche asturiana que es???,What is it about Aitana wanting Asturian milk???,,What is it about Aitana wanting Asturian milk???,0.0,0.0,0.0,0.0,120.0,6,0.3590781092643738,0.6266971826553345,0.014224708080291748,5.845364,10.095015
118,2023-04-05,AECAI_info,"La marca asturiana @cervezaOrdum abre las puertas de su fábrica a todo aquel que quiera conocer cómo se elaboran sus caldos.

Lee cómo hacerlo ⤵️
https://t.co/rgvzx1GCL6

Informa @lanuevaespana","The Asturian brand @cervezaOrdum opens the doors of its factory to anyone who wants to know how its wines are made.

Read how to do it ⤵️
https://t.co/rgvzx1GCL6

Inform @lanuevaespana",,"The Asturian brand @cervezaOrdum opens the doors of its factory to anyone who wants to know how its wines are made.

Read how to do it ⤵️
https://t.co/rgvzx1GCL6

Inform @lanuevaespana",0.0,0.0,0.0,0.0,43.0,0,0.0039557525888085365,0.46959924697875977,0.5264449715614319,7.920865,8.377355
119,2023-04-05,balonperi,"Mozzarella con leche asturiana y desde Salas, suena rico https://t.co/1yEFU2qnqF","Mozzarella with Asturian milk and from Salas, it sounds delicious https://t.co/1yEFU2qnqF",,"Mozzarella with Asturian milk and from Salas, it sounds delicious https://t.co/1yEFU2qnqF",0.0,0.0,3.0,0.0,343.0,0,0.002601017476990819,0.04286627098917961,0.9545326828956604,7.9650884,8.47133
120,2023-04-05,Adriezz14,"NO PUEDE SER

Aitana:

-Story con 3 y 3 ángeles --&gt; 33, clara señal a Alonso

-Pose de ""dámelo todo papi""

-Cara de querer leche asturiana

-Sazo hace magia dentro y fuera de la pista

😈😈😈 https://t.co/L6CsTgNMFr","IT CAN'T BE

Aitana:

-Story with 3 and 3 angels --> 33, clear signal to Alonso

-Pose of “give it all to me daddy”

-Face of wanting Asturian milk

-Sazo does magic on and off the court

😈😈😈 https://t.co/L6CsTgNMFr",,"IT CAN'T BE

Aitana:

-Story with 3 and 3 angels --> 33, clear signal to Alonso

-Pose of “give it all to me daddy”

-Face of wanting Asturian milk

-Sazo does magic on and off the court

😈😈😈 https://t.co/L6CsTgNMFr",17.0,3.0,261.0,0.0,10592.0,-1,0.028429022058844566,0.7146813273429871,0.256889671087265,10.20293,6.133333
121,2023-04-05,SergioYeyo_,"Miembro de los Peaky Blinders o representante de una sidrería asturiana
https://t.co/SDHLjJVi3E","Member of the Peaky Blinders or representative of an Asturian cider house
https://t.co/SDHLjJVi3E",,"Member of the Peaky Blinders or representative of an Asturian cider house
https://t.co/SDHLjJVi3E",0.0,0.0,0.0,0.0,68.0,17,0.01208352018147707,0.9237513542175293,0.06416509300470352,5.285952,3.3510416
122,2023-04-05,EPAsturias,La asturiana Orbayu Gin consigue la medalla de oro en el Concurso Internacional de Bebidas Espirituosas de Berlín https://t.co/fqK4AkgZBm,The Asturian Orbayu Gin wins the gold medal at the International Spirits Competition in Berlin https://t.co/fqK4AkgZBm,,The Asturian Orbayu Gin wins the gold medal at the International Spirits Competition in Berlin https://t.co/fqK4AkgZBm,0.0,0.0,1.0,0.0,162.0,3,0.002899930812418461,0.2482866644859314,0.7488134503364563,10.546093,8.081604
123,2023-04-05,sergioserra25,Ana Obregón tiene va a acabar con central lechera asturiana de todo lo q tendrá por ahí guardado de su hijo … https://t.co/8DvoUYSv1z,Ana Obregón has she is going to end up with Central Lechera Asturiana of everything she will have stored there from her son... https://t.co/8DvoUYSv1z,,Ana Obregón has she is going to end up with Central Lechera Asturiana of everything she will have stored there from her son... https://t.co/8DvoUYSv1z,1.0,3.0,19.0,0.0,2015.0,20,0.0385441780090332,0.9206674695014954,0.04078839719295502,7.7886457,9.685542
124,2023-04-05,infovoxnoficial,Una mujer y su hija heridas al precipitarse desde un quinto piso en la localidad asturiana de Avils https://t.co/OROtFJ9kOH,A woman and her daughter injured when they rushed from a fifth floor in the Asturian town of Avils https://t.co/OROtFJ9kOH,,A woman and her daughter injured when they rushed from a fifth floor in the Asturian town of Avils https://t.co/OROtFJ9kOH,0.0,0.0,0.0,0.0,3.0,-1,0.6601034998893738,0.3308998942375183,0.008996627293527126,13.060501,3.4590478
125,2023-04-05,eldinhismo,"El nivel de miedo de la central lechera con el potencial regreso de Messi es para reirse 😂😂😂😂.

Se les frunce el orto 😂😂😂😂.","The level of fear of the dairy farm with the potential return of Messi is something to laugh at 😂😂😂😂.

The other one is ruffled 😂😂😂😂.",,"The level of fear of the dairy farm with the potential return of Messi is something to laugh at 😂😂😂😂.

The other one is ruffled 😂😂😂😂.",0.0,0.0,0.0,0.0,12.0,4,0.45627039670944214,0.39860960841178894,0.14512008428573608,3.9238358,9.578134
126,2023-04-05,downlons,"Después de la ruptura con Andrea veamos quienes son las candidatas a ser rellenadas con leche asturiana
ABRO HILO:
(idea @Nan0Prime )","After the break with Andrea, let's see who are the candidates to be filled with Asturian milk.
I OPEN THREAD:
(idea @Nan0Prime)",,"After the break with Andrea, let's see who are the candidates to be filled with Asturian milk.
I OPEN THREAD:
(idea @Nan0Prime)",0.0,2.0,2.0,0.0,42.0,6,0.017721381038427353,0.9391695261001587,0.04310905560851097,5.767541,10.113879
127,2023-04-05,andrespuela,"Decir que un expediente a una candidata un mes antes de las elecciones, no es una amenaza, es difícil de creer. Ayudaría a creerlo que @ionebelarra e @IreneMontero ratifiquen y confirmen que, en cuanto abra el plazo, se va a inscribir la candidatura asturiana salida de #PRIMARIAS https://t.co/V5vFGLCAVs","To say that a file on a female candidate a month before the elections is not a threat, it's hard to believe. It would help to believe it if @ionebelarra and @IreneMontero ratify and confirm that, as soon as the deadline opens, the Asturian candidacy that came out of #PRIMARIAS will be registered https://t.co/V5vFGLCAVs",,"To say that a file on a female candidate a month before the elections is not a threat, it's hard to believe. It would help to believe it if @ionebelarra and @IreneMontero ratify and confirm that, as soon as the deadline opens, the Asturian candidacy that came out of #PRIMARIAS will be registered https://t.co/V5vFGLCAVs",13.0,4.0,35.0,1.0,2032.0,-1,0.16768792271614075,0.750354528427124,0.08195749670267105,10.806583,3.6923368
128,2023-04-05,TPAnoticias,"La producción industrial asturiana atenúa su caída al 2,6  por ciento en febrero https://t.co/7L2L5VivWz",Asturian industrial production attenuates its fall to 2.6 percent in February https://t.co/7L2L5VivWz,,Asturian industrial production attenuates its fall to 2.6 percent in February https://t.co/7L2L5VivWz,4.0,0.0,0.0,0.0,958.0,8,0.5690617561340332,0.4150027930736542,0.015935402363538742,10.598759,2.7851558
129,2023-04-05,luysen,"Reunión de urgencia en la Central Lechera Española para tratar el tema cuartos de final de la champions
https://t.co/6A18oYOsiM","Emergency meeting at the Central Lechera Española to discuss the quarterfinal issue of the Champions League
https://t.co/6A18oYOsiM",,"Emergency meeting at the Central Lechera Española to discuss the quarterfinal issue of the Champions League
https://t.co/6A18oYOsiM",1.0,1.0,5.0,0.0,654.0,4,0.03754928335547447,0.9312549829483032,0.0311957485973835,4.4865236,8.600677
130,2023-04-05,reseneka,"HOY EN LA CAFETERA (OTRO PODCAST DE FERRERAS) NO SE DIÓ A CONOCER, SI METIÓ LA CUESTIÓN ASTURIANA  EN LA ENTREVISTA CON IRENE MONTERO... PERIODISMO LO LLAMAN @rosarobco @AndrezejSapkow1 @Asturika1 @ConfiBuho @dsegoviaatienza @7Josean7 @CarFuribunda @joaquinkremel @avadakedavra501 https://t.co/g0aIplZP9I","TODAY IN LA CAFETERA (ANOTHER PODCAST BY FERRERAS) IT WAS NOT RELEASED, IF IT INVOLVED THE ASTURIAN QUESTION IN THE INTERVIEW WITH IRENE MONTERO... JOURNALISM IS CALLED @rosarobco @AndrezejSapkow1 @Asturika1 @ConfiBuho @dsegoviaatienza @7Josean7 @CarFuribunda @joaquinkremel @avadakedavra501 https://t.co/g0aIplZP9I",,"TODAY IN LA CAFETERA (ANOTHER PODCAST BY FERRERAS) IT WAS NOT RELEASED, IF IT INVOLVED THE ASTURIAN QUESTION IN THE INTERVIEW WITH IRENE MONTERO... JOURNALISM IS CALLED @rosarobco @AndrezejSapkow1 @Asturika1 @ConfiBuho @dsegoviaatienza @7Josean7 @CarFuribunda @joaquinkremel @avadakedavra501 https://t.co/g0aIplZP9I",4.0,1.0,6.0,0.0,187.0,1,0.5980918407440186,0.3879413902759552,0.013966788537800312,10.011973,6.564909
131,2023-04-05,asturiashoy_,"🔴 #ULTIMAHORA | La dramaturgia asturiana se queda huérfana: fallece el ovetense Ángel García Moreno a los 77 años, director teatral #Sucesos
https://t.co/sHTfB6HhTE","🔴 #ULTIMAHORA | Asturian dramaturgy is orphaned: Ángel García Moreno from Oviedo dies at 77, theatre director #Sucesos
https://t.co/sHTfB6HhTE",,"🔴 #ULTIMAHORA | Asturian dramaturgy is orphaned: Ángel García Moreno from Oviedo dies at 77, theatre director #Sucesos
https://t.co/sHTfB6HhTE",0.0,0.0,0.0,0.0,49.0,-1,0.45371145009994507,0.5272852778434753,0.019003253430128098,10.234258,6.1098557
132,2023-04-05,canoaszenit,Primavera asturiana 🌞 https://t.co/8X3G4ahRSU,Asturian spring 🌞 https://t.co/8X3G4ahRSU,,Asturian spring 🌞 https://t.co/8X3G4ahRSU,2.0,0.0,33.0,0.0,1492.0,5,0.0037791843060404062,0.7252709865570068,0.2709498405456543,9.078462,4.7879906
133,2023-04-05,mmundinorte,"El martes 11 de abril, a la 18:30h en @CentroLaLila las organizaciones @MdMAsturias  y @mmundinorte  presentaremos el informe “La salud en la cooperación al desarrollo y la acción humanitaria”. El acto contará con Beatriz Coto, directora de la Agencia Asturiana de Cooperación. https://t.co/2kXsU9CxKq","On Tuesday, April 11, at 6:30pm at @CentroLaLila, the organizations @MdMAsturias and @mmundinorte will present the report “Health in Development Cooperation and Humanitarian Action”. The event will be attended by Beatriz Coto, director of the Asturian Cooperation Agency. https://t.co/2kXsU9CxKq",,"On Tuesday, April 11, at 6:30pm at @CentroLaLila, the organizations @MdMAsturias and @mmundinorte will present the report “Health in Development Cooperation and Humanitarian Action”. The event will be attended by Beatriz Coto, director of the Asturian Cooperation Agency. https://t.co/2kXsU9CxKq",1.0,0.0,0.0,0.0,16.0,13,0.0030736038461327553,0.7633702754974365,0.23355607688426971,12.977828,2.661857
134,2023-04-05,ECnasturianu,"La Consejería de Cultura, Política Llingüística y Turismo del Principado ha puesto en marcha una nueva campaña para la matriculación en lengua asturiana y eonaviego https://t.co/OkrEp9iDts","The Ministry of Culture, Language Policy and Tourism of the Principality has launched a new campaign for enrollment in the Asturian and Eonaviego languages https://t.co/OkrEp9iDts",,"The Ministry of Culture, Language Policy and Tourism of the Principality has launched a new campaign for enrollment in the Asturian and Eonaviego languages https://t.co/OkrEp9iDts",0.0,0.0,2.0,0.0,21.0,22,0.005088286008685827,0.8756499886512756,0.1192617118358612,11.1457205,4.4536767
135,2023-04-05,hotelreysilo,"🗞️ El gerente del grupo del Bajo Nalón, nuevo responsable de la Red Asturiana de Desarrollo Rural (@readerasturias) https://t.co/c5OYe8bpgt a través de @lanuevaespana @DestinoBNalon","🗞️ The manager of the Bajo Nalón group, the new head of the Asturian Rural Development Network (@readerasturias) https://t.co/c5OYe8bpgt through @lanuevaespana @DestinoBNalon",,"🗞️ The manager of the Bajo Nalón group, the new head of the Asturian Rural Development Network (@readerasturias) https://t.co/c5OYe8bpgt through @lanuevaespana @DestinoBNalon",0.0,0.0,2.0,0.0,61.0,8,0.006394175346940756,0.9387345314025879,0.05487124249339104,11.596896,3.1557581
136,2023-04-05,FOROAsturias,"✈️ La llegada del tren al Aeropuerto de Asturias es una prioridad.

🚇 Hay alternativas ferroviarias. La malla asturiana es muy potente, de las más extensas de Europa.

@AdrianPumares

#AsturiasPorEncimaDeTodo https://t.co/ubgsarYCcz","✈️ The arrival of the train at Asturias Airport is a priority.

🚇 There are rail alternatives. The Asturian mesh is very powerful, one of the largest in Europe.

@AdrianPumares

#AsturiasPorEncimaDeTodo https://t.co/ubgsarYCcz",,"✈️ The arrival of the train at Asturias Airport is a priority.

🚇 There are rail alternatives. The Asturian mesh is very powerful, one of the largest in Europe.

@AdrianPumares

#AsturiasPorEncimaDeTodo https://t.co/ubgsarYCcz",3.0,0.0,6.0,1.0,1280.0,-1,0.005461797583848238,0.3267912268638611,0.6677469611167908,12.272877,5.9710846
137,2023-04-05,readerasturias,"El gerente del grupo del Bajo Nalón, nuevo responsable de la Red Asturiana de Desarrollo Rural https://t.co/RSbVvArzbv a través de @lanuevaespana","The manager of the Bajo Nalón group, the new head of the Asturian Rural Development Network https://t.co/RSbVvArzbv through @lanuevaespana",,"The manager of the Bajo Nalón group, the new head of the Asturian Rural Development Network https://t.co/RSbVvArzbv through @lanuevaespana",0.0,0.0,1.0,0.0,63.0,8,0.0060167317278683186,0.9150722026824951,0.07891111075878143,11.432506,3.2239025
138,2023-04-05,bartolome0011,"Es hora de mirar por nuestra Asturiana y solo Foro con vuestro apoyo lo podrá conseguir,ya está bien de que todo lo bueno vaya para Vascos y Catalanes…","It's time to look for our Asturiana and only Forum with your support will be able to do it, it's good that everything good goes to Basques and Catalans...",,"It's time to look for our Asturiana and only Forum with your support will be able to do it, it's good that everything good goes to Basques and Catalans...",0.0,0.0,0.0,0.0,5.0,-1,0.010549562983214855,0.0887458473443985,0.9007046222686768,10.959082,4.6629744
139,2023-04-05,lavozdeasturias,Un giro jacobino y un sorpaso: claves de la precampaña asturiana https://t.co/YkupknL80t,A Jacobin twist and a surprise: keys to the Asturian pre-campaign https://t.co/YkupknL80t,,A Jacobin twist and a surprise: keys to the Asturian pre-campaign https://t.co/YkupknL80t,0.0,1.0,3.0,0.0,1385.0,-1,0.01829623058438301,0.9129689335823059,0.06873483955860138,9.675292,3.9250422
140,2023-04-05,manchadetinto,"Mi familia Vasca, Asturiana y Cubana en esta foto. Mi padre al centro con su sobrina. Y para quien me diga desde el prejuicio ""gachupín"", yo viví los primeros 19 años de mi vida en Tlalnepantla. https://t.co/09PAEOfe6b","My Basque, Asturian and Cuban family in this photo. My father in the center with his niece. And for those who prejudiciously tell me “Gachupín”, I lived the first 19 years of my life in Tlalnepantla. https://t.co/09PAEOfe6b",,"My Basque, Asturian and Cuban family in this photo. My father in the center with his niece. And for those who prejudiciously tell me “Gachupín”, I lived the first 19 years of my life in Tlalnepantla. https://t.co/09PAEOfe6b",0.0,0.0,5.0,0.0,621.0,-1,0.017449114471673965,0.840509295463562,0.14204156398773193,12.260862,5.7291336
141,2023-04-04,Rubex772,"Tengo-y una entruga @AdrianBarbon, ¿cuando será la llingua asturiana cooficial xunto a les demás llingües que hai nel restu d'españa? Porque tos los asturianos/as tamos cansaos de que la nuestra llingua este subestimada. https://t.co/7Y1f5SNNVs","I have an entruga @AdrianBarbon, when will the Asturian language be co-official together with the other languages that exist in the rest of Spain? Because all of us Asturians are tired of our language being underestimated. https://t.co/7Y1f5SNNVs",,"I have an entruga @AdrianBarbon, when will the Asturian language be co-official together with the other languages that exist in the rest of Spain? Because all of us Asturians are tired of our language being underestimated. https://t.co/7Y1f5SNNVs",1.0,0.0,1.0,0.0,20.0,9,0.4038049280643463,0.5399958491325378,0.056199222803115845,10.879786,4.591535
142,2023-04-04,JoseGranadosB,Entro a la Aerobic base training phase al despedirme con una fabada asturiana y sándwich de salami y manchego. 😮‍💨,I enter the Aerobic Base Training Phase when I say goodbye with an Asturian fabada and a salami and manchego sandwich. 😮‍💨,,I enter the Aerobic Base Training Phase when I say goodbye with an Asturian fabada and a salami and manchego sandwich. 😮‍💨,0.0,1.0,3.0,0.0,189.0,0,0.06614246964454651,0.7531250715255737,0.18073250353336334,7.322659,7.8077354
143,2023-04-04,ddiiego17,El café en capsulas de la central lechera es de lo mejorcito que he probado,The coffee in capsules from the milk plant is one of the best I've ever tasted,,The coffee in capsules from the milk plant is one of the best I've ever tasted,0.0,1.0,0.0,0.0,602.0,6,0.00484035350382328,0.015683745965361595,0.9794759154319763,5.970079,10.0314045
144,2023-04-04,Catalunyalleida,"Queda poco para que RMTV y toda la central lechera pidan que Catalunya desaparezca del Estado Español, si lo consiguen les estaré eternamente agradecida.","There is little time left for RMTV and the entire dairy plant to ask that Catalonia disappear from the Spanish State. If they succeed, I will be eternally grateful to them.",,"There is little time left for RMTV and the entire dairy plant to ask that Catalonia disappear from the Spanish State. If they succeed, I will be eternally grateful to them.",0.0,0.0,0.0,0.0,75.0,-1,0.05909410119056702,0.27998676896095276,0.6609191298484802,4.1972404,9.532304
145,2023-04-04,asturiasdigital,Don Pelayo – Rey de Asturias – Monarquía Asturiana https://t.co/LG9pGVDs2c,Don Pelayo — King of Asturias — Asturian Monarchy https://t.co/LG9pGVDs2c,,Don Pelayo — King of Asturias — Asturian Monarchy https://t.co/LG9pGVDs2c,0.0,0.0,0.0,0.0,6.0,-1,0.008486841805279255,0.8213931322097778,0.17012007534503937,12.438414,5.2929
146,2023-04-04,ajsolorzano,"ESTE NO GUISÓ… ¡COCINÓ UNA FABADA ASTURIANA COMPLETA EN UN TANQUE DE PETRÓLEO!: Justicia de EEUU le ""pone el ojo"" encima a Rafael Ramírez y sus presuntos guisos en Pdvsa https://t.co/ExqJPGwEXa",THIS ONE DIDN'T STEW... HE COOKED A COMPLETE ASTURIAN FABADA IN AN OIL TANK! : US Justice “sets its eye” on Rafael Ramírez and his alleged stews in PDVSA https://t.co/ExqJPGwEXa,,THIS ONE DIDN'T STEW... HE COOKED A COMPLETE ASTURIAN FABADA IN AN OIL TANK! : US Justice “sets its eye” on Rafael Ramírez and his alleged stews in PDVSA https://t.co/ExqJPGwEXa,7.0,1.0,9.0,0.0,929.0,0,0.287193238735199,0.6848204731941223,0.027986302971839905,7.2822566,8.117634
147,2023-04-04,espinadecactus,"Es que ni de coña. Fue la militancia asturiana la que les votó, FUERON LOS ASTURIANOS. Y ni Podemos Asturias ni Rafa Palacios se pronunciaron tovía. Y lo estoy deseando https://t.co/KenDiLaliQ","No wonder. It was the Asturian militancy that voted for them, IT WAS THE ASTURIANS. And neither Podemos Asturias nor Rafa Palacios have spoken out yet. And I'm looking forward to it https://t.co/KenDiLaliQ",,"No wonder. It was the Asturian militancy that voted for them, IT WAS THE ASTURIANS. And neither Podemos Asturias nor Rafa Palacios have spoken out yet. And I'm looking forward to it https://t.co/KenDiLaliQ",0.0,0.0,5.0,0.0,569.0,7,0.04647080600261688,0.34900233149528503,0.6045268774032593,12.6998825,4.3854046
148,2023-04-04,mamatayoe,"Nuestro directo General Ignacio Galán participó en el cierre de esta fabulosa iniciativa. Más de 30 marcas de moda asturiana participan en la Jornada sobre los aspectos legales esenciales organizada por Asturex y Ontier - Asturex
⁦@ASTUREXExporta⁩  https://t.co/eu1fyFiZyO","Our director General Ignacio Galán participated in the closing of this fabulous initiative. More than 30 Asturian fashion brands participate in the Conference on Essential Legal Aspects organized by Asturrex and Ontier - Asturrex
@ASTUREXExporta https://t.co/eu1fyFiZyO",,"Our director General Ignacio Galán participated in the closing of this fabulous initiative. More than 30 Asturian fashion brands participate in the Conference on Essential Legal Aspects organized by Asturrex and Ontier - Asturrex
@ASTUREXExporta https://t.co/eu1fyFiZyO",0.0,0.0,0.0,0.0,47.0,-1,0.0022803836036473513,0.10370299220085144,0.8940166234970093,11.532617,6.1183944
149,2023-04-04,gattitogris,acabo de retuitear pila twits de una cuenta asturiana porque me cago en les pites de grao son buenísimos,I just retweeted a bunch of twits from an Asturian account because I don't give a damn about the pites de grao they're really good,,I just retweeted a bunch of twits from an Asturian account because I don't give a damn about the pites de grao they're really good,0.0,0.0,2.0,0.0,93.0,1,0.184418722987175,0.23171542584896088,0.5838658213615417,10.274117,6.825255
150,2023-04-04,JacanaJones,"Golden Eagle, Egyptian &amp; Griffon Vultures, Red-billed Choughs, Seoane's Viper and a pub lunch of fabada asturiana were today's highlights. https://t.co/XLH9yyKJST","Golden Eagle, Egyptian &amp; Griffon Vultures, Red-billed Choughs, Seoane's Viper and a pub lunch of fabada asturiana were today's highlights. https://t.co/XLH9yyKJST",,"Golden Eagle, Egyptian &amp; Griffon Vultures, Red-billed Choughs, Seoane's Viper and a pub lunch of fabada asturiana were today's highlights. https://t.co/XLH9yyKJST",0.0,0.0,14.0,0.0,584.0,0,0.0030494669917970896,0.4364141821861267,0.5605363249778748,7.5212584,7.7237883
151,2023-04-04,JoseGarcagonza1,"El pasado año QUEMÓ todo el Monte AUSEVA, la Historia del Pueblo Astur, a cien metros de La Santina. Ciudadano Barbón, dícese de izquierdas? , Ni preguntó.Cosas de curas! Odio Histórico de la izquierda asturiana y golpista a Covadonga y todo lo que ello supone y significa.","Last year it BURNED all of Mount AUSEVA, the History of the Astur People, a hundred meters from La Santina. Citizen Barbón, call yourself left-wing? , He didn't even ask. Things about cures! Historical hatred of the Asturian left and coup plotter against Covadonga and everything that this entails and means.",,"Last year it BURNED all of Mount AUSEVA, the History of the Astur People, a hundred meters from La Santina. Citizen Barbón, call yourself left-wing? , He didn't even ask. Things about cures! Historical hatred of the Asturian left and coup plotter against Covadonga and everything that this entails and means.",0.0,0.0,0.0,0.0,10.0,-1,0.9043514132499695,0.08912929147481918,0.00651929248124361,10.064923,3.983741
152,2023-04-04,valmenor,El Principáu pon en marcha la campaña de promoción pa la matriculación en llingua asturiana y gallego-asturianu https://t.co/WRet79w84R,The Principáu launches the promotion campaign for enrollment in Asturian and Galician-Asturian languages https://t.co/WRet79w84R,,The Principáu launches the promotion campaign for enrollment in Asturian and Galician-Asturian languages https://t.co/WRet79w84R,5.0,0.0,8.0,0.0,133.0,22,0.005024573765695095,0.8225331902503967,0.1724422723054886,11.214198,4.4509745
153,2023-04-04,Avance_Asturies,El Principáu pon en marcha la campaña de promoción pa la matriculación en llingua asturiana y gallego-asturianu https://t.co/qlzcpuxMpU,The Principáu launches the promotion campaign for enrollment in Asturian and Galician-Asturian languages https://t.co/qlzcpuxMpU,,The Principáu launches the promotion campaign for enrollment in Asturian and Galician-Asturian languages https://t.co/qlzcpuxMpU,4.0,0.0,1.0,0.0,77.0,22,0.005024573765695095,0.8225331902503967,0.1724422723054886,11.234434,4.440662
154,2023-04-04,ajsolorzano,El no guisó… ¡hizo una fabada asturiana en un tanque de petróleo! https://t.co/KJ0g5IhO7e,He didn't stew... he made an Asturian fabada in an oil tank! https://t.co/KJ0g5IhO7e,,He didn't stew... he made an Asturian fabada in an oil tank! https://t.co/KJ0g5IhO7e,0.0,0.0,2.0,0.0,47.0,0,0.07648469507694244,0.7866335511207581,0.1368817687034607,7.2924056,8.096098
155,2023-04-04,hugolagofdz,"Acojonantes

Generé esta hermosa imagen de un Husky en una playa asturiana 🏖️ usando #InteligenciaArtificial. 

🤖 Capturamos su rostro en detalle en un amanecer azul brillante.

🌟 ¡El cielo otoñal y el estilo ochentero lo hacen aún más especial! 🍁#Midjourney @TurismoAsturias https://t.co/ErnTNzmacJ","Scary

I generated this beautiful image of a Husky on an Asturian beach 🏖️ using #InteligenciaArtificial. 

🤖 We captured his face in detail in a bright blue sunrise.

🌟 The autumnal sky and the 80s style make it even more special! 🍁 #Midjourney @TurismoAsturias https://t.co/ErnTNzmacJ",,"Scary

I generated this beautiful image of a Husky on an Asturian beach 🏖️ using #InteligenciaArtificial. 

🤖 We captured his face in detail in a bright blue sunrise.

🌟 The autumnal sky and the 80s style make it even more special! 🍁 #Midjourney @TurismoAsturias https://t.co/ErnTNzmacJ",2.0,3.0,4.0,0.0,197.0,-1,0.00474873511120677,0.08881949633359909,0.9064317345619202,12.708404,6.6059637
156,2023-04-04,HojadLata,"Esta #SelmanadelesLletresAsturianes tamién vamos tener novedá de narrativa n'asturianu.
Una hestoria seliquina, de les que nun faen ruiu y presta lleer una cachín al día.
Un clásicu de la lliteratura asturiana que debuta na editorial del robotín.
¿Préstavos la portada?
#asturianu https://t.co/R0ycRNpS3U","This #SelmanadelesLletresAsturianes we are also going to have news about n'Asturianu narrative.
A seliquin story, of which nun faen ruiu and ready to read one cachín a day.
A classic of Asturian literature that debuts in the publishing house of the robot.
Can you borrow the cover?
#asturianu https://t.co/R0ycRNpS3U",,"This #SelmanadelesLletresAsturianes we are also going to have news about n'Asturianu narrative.
A seliquin story, of which nun faen ruiu and ready to read one cachín a day.
A classic of Asturian literature that debuts in the publishing house of the robot.
Can you borrow the cover?
#asturianu https://t.co/R0ycRNpS3U",19.0,4.0,106.0,0.0,8136.0,-1,0.006011481862515211,0.8143290281295776,0.1796594262123108,10.428949,5.0354114
157,2023-04-04,xixonaldia,Asturies pon en marcha la campaña de promoción pa la matriculación en llingua asturiana y eonaviegu https://t.co/4WPFIN2MTF,Asturias launches the promotion campaign for enrollment in llingua Asturiana and Eonaviegu https://t.co/4WPFIN2MTF,,Asturias launches the promotion campaign for enrollment in llingua Asturiana and Eonaviegu https://t.co/4WPFIN2MTF,3.0,0.0,3.0,0.0,602.0,-1,0.004320342559367418,0.9152212738990784,0.08045832812786102,12.000869,5.076697
158,2023-04-04,lavozdeasturias,#AGORA | El Principáu pon en marcha la campaña de promoción pa la matriculación en llingua asturiana y gallego-asturianu https://t.co/qfOPbGl2P2,#AGORA | The Principáu launches the promotion campaign for enrollment in Asturian and Galician-Asturian languages https://t.co/qfOPbGl2P2,,#AGORA | The Principáu launches the promotion campaign for enrollment in Asturian and Galician-Asturian languages https://t.co/qfOPbGl2P2,7.0,5.0,23.0,0.0,2939.0,22,0.004531093407422304,0.7907735705375671,0.2046954333782196,11.183944,4.432292
159,2023-04-04,guille_briiz,como que central lechera asturiana https://t.co/Y8cYqKOClZ,Like an Asturian dairy plant https://t.co/Y8cYqKOClZ,,Like an Asturian dairy plant https://t.co/Y8cYqKOClZ,0.0,0.0,0.0,0.0,186.0,6,0.05177157372236252,0.8913774490356445,0.05685097351670265,5.4990926,10.572282
